order_id,order_date,customer_name,category,quantity,unit_price,sales,payment_method
1118,2026-01-20,Customer_177,Beauty,2,593.27,1186.54,Cash
1119,2026-08-06,Customer_154,Books,1,3613.59,3613.59,UPI
1120,2026-03-30,Customer_110,Beauty,3,449.96,1349.88,Cash
1121,2026-01-04,Customer_211,Sports,4,609.09,2436.36,Cash
1122,2026-06-12,Customer_182,Sports,2,2044.37,4088.74,Cash
1123,2026-06-07,Customer_199,Beauty,4,2172.2,8688.8,Cash
1124,2026-03-24,Customer_213,Clothing,1,1363.34,1363.34,Net Banking
1125,2026-03-04,Customer_146,Sports,5,3056.62,15283.1,Cash
1126,2026-01-08,Customer_218,Sports,3,941.0,2823.0,Card
1127,2026-04-01,Customer_88,Home & Kitchen,3,3979.39,11938.17,Cash
1128,2026-05-23,Customer_133,Electronics,2,522.42,1044.84,Net Banking
1129,2026-05-06,Customer_195,Beauty,2,3154.15,6308.3,Net Banking
1130,2026-04-25,Customer_24,Electronics,3,1113.94,3341.82,Card
1131,2026-03-20,Customer_149,Books,3,2208.68,6626.04,Cash
1132,2026-04-19,Customer_141,Books,3,1680.38,5041.14,Net Banking
1133,2026-03-11,Customer_65,Home & Kitchen,2,674.85,1349.7,Card
1134,2026-03-22,Customer_191,Electronics,5,4286.32,21431.6,Card
1135,2026-02-19,Customer_190,Clothing,4,1352.77,5411.08,Cash
1136,2026-01-26,Customer_76,Clothing,2,1719.83,3439.66,Cash
1137,2026-01-04,Customer_137,Books,2,1343.25,2686.5,UPI
1138,2026-05-22,Customer_179,Home & Kitchen,2,2924.73,5849.46,Net Banking
1139,2026-01-27,Customer_147,Electronics,3,2191.88,6575.64,Net Banking
1140,2026-03-29,Customer_14,Clothing,3,4243.63,12730.89,Net Banking
1141,2026-01-30,Customer_103,Electronics,4,472.26,1889.04,UPI
1142,2026-02-08,Customer_208,Clothing,5,4278.7,21393.5,UPI
1143,2026-03-05,Customer_143,Electronics,4,2787.48,11149.92,Card
1144,2026-07-18,Customer_98,Beauty,4,4101.99,16407.96,Cash
1145,2026-08-09,Customer_110,Beauty,3,2623.54,7870.62,UPI
1146,2026-06-06,Customer_26,Books,2,2870.99,5741.98,Cash
1147,2026-06-19,Customer_41,Electronics,2,906.09,1812.18,UPI
1148,2026-02-10,Customer_105,Electronics,4,3148.76,12595.04,Net Banking
1149,2026-03-16,Customer_60,Electronics,3,3225.26,9675.78,Net Banking
1150,2026-01-19,Customer_60,Books,3,3577.05,10731.15,Card
1151,2026-04-19,Customer_140,Electronics,2,2967.21,5934.42,Cash
1152,2026-07-31,Customer_19,Clothing,1,871.76,871.76,Cash
1153,2026-06-02,Customer_212,Books,5,4157.19,20785.95,Net Banking
1154,2026-02-01,Customer_177,Sports,3,3193.84,9581.52,Cash
1155,2026-05-09,Customer_127,Beauty,4,499.92,1999.68,UPI
1156,2026-04-21,Customer_83,Books,5,1239.1,6195.5,UPI
1157,2026-02-28,Customer_215,Books,5,2703.98,13519.9,UPI
1158,2026-07-15,Customer_211,Books,3,2656.67,7970.01,Card
1159,2026-05-01,Customer_167,Beauty,4,4134.92,16539.68,Card
1160,2026-05-30,Customer_163,Sports,4,4365.39,17461.56,Net Banking
1161,2026-03-31,Customer_86,Sports,3,3065.08,9195.24,Card
1162,2026-03-26,Customer_178,Sports,4,1403.75,5615.0,Net Banking
1163,2026-07-28,Customer_10,Beauty,4,533.06,2132.24,Cash
1164,2026-03-24,Customer_198,Electronics,4,3912.36,15649.44,UPI
1165,2026-06-18,Customer_119,Beauty,4,385.79,1543.16,Cash
1166,2026-06-09,Customer_161,Sports,4,3455.96,13823.84,Card
1167,2026-03-10,Customer_34,Beauty,3,2055.81,6167.43,Net Banking
1168,2026-02-01,Customer_162,Electronics,5,3627.01,18135.05,Card
1169,2026-03-21,Customer_4,Beauty,5,1924.76,9623.8,Card
1170,2026-08-04,Customer_119,Electronics,1,2967.54,2967.54,Card
1171,2026-05-08,Customer_75,Books,5,3218.54,16092.7,Net Banking
1172,2026-08-02,Customer_121,Sports,2,2137.02,4274.04,Card
1173,2026-04-09,Customer_154,Clothing,5,3396.37,16981.85,Card
1174,2026-08-10,Customer_71,Electronics,4,1628.46,6513.84,Cash
1175,2026-07-30,Customer_73,Electronics,3,3793.02,11379.06,Net Banking
1176,2026-08-10,Customer_115,Clothing,5,2256.89,11284.45,Cash
1177,2026-05-22,Customer_97,Beauty,4,4207.91,16831.64,Card
1178,2026-06-28,Customer_147,Clothing,4,1166.0,4664.0,Net Banking
1179,2026-01-12,Customer_191,Home & Kitchen,4,3217.74,12870.96,Net Banking
1180,2026-04-09,Customer_203,Books,2,2304.68,4609.36,UPI
1181,2026-02-02,Customer_152,Beauty,3,3933.2,11799.6,Net Banking
1182,2026-01-26,Customer_117,Beauty,1,3292.63,3292.63,Net Banking
1183,2026-08-11,Customer_40,Books,1,2192.28,2192.28,Cash
1184,2026-03-28,Customer_178,Beauty,4,2976.79,11907.16,Cash
1185,2026-08-07,Customer_220,Books,5,1803.04,9015.2,Cash
1186,2026-06-10,Customer_195,Books,4,3944.87,15779.48,UPI
1187,2026-06-08,Customer_61,Electronics,3,4488.8,13466.4,UPI
1188,2026-04-22,Customer_195,Electronics,1,2080.0,2080.0,Cash
1189,2026-01-08,Customer_84,Electronics,1,1426.15,1426.15,Cash
1190,2026-04-21,Customer_63,Clothing,5,1942.43,9712.15,Card
1191,2026-02-13,Customer_21,Clothing,5,3938.15,19690.75,Card
1192,2026-05-08,Customer_37,Beauty,2,2156.0,4312.0,Cash
1193,2026-04-28,Customer_171,Home & Kitchen,1,4060.25,4060.25,Net Banking
1194,2026-03-15,Customer_140,Books,2,471.3,942.6,Cash
1195,2026-05-31,Customer_164,Home & Kitchen,4,3152.86,12611.44,Net Banking
1196,2026-08-05,Customer_51,Home & Kitchen,4,3862.01,15448.04,UPI
1197,2026-03-02,Customer_147,Sports,3,2650.43,7951.29,Cash
1198,2026-01-06,Customer_102,Books,3,185.23,555.69,UPI
1199,2026-06-05,Customer_128,Books,3,3524.47,10573.41,Card
1200,2026-06-05,Customer_57,Home & Kitchen,2,2850.88,5701.76,Card
1201,2026-06-10,Customer_161,Electronics,1,1493.86,1493.86,Net Banking
1202,2026-01-09,Customer_94,Beauty,2,542.08,1084.16,Cash
1203,2026-03-25,Customer_107,Books,2,1023.46,2046.92,Cash
1204,2026-05-16,Customer_70,Beauty,2,1267.82,2535.64,Net Banking
1205,2026-07-26,Customer_192,Home & Kitchen,3,3648.41,10945.23,Net Banking
1206,2026-01-20,Customer_194,Clothing,2,3891.61,7783.22,Net Banking
1207,2026-08-05,Customer_94,Beauty,1,3589.47,3589.47,UPI
1208,2026-03-09,Customer_32,Beauty,4,1753.35,7013.4,Cash
1209,2026-05-30,Customer_211,Sports,3,621.31,1863.93,Card
1210,2026-05-01,Customer_159,Electronics,5,1576.83,7884.15,Card
1211,2026-06-15,Customer_163,Electronics,4,4105.84,16423.36,Cash
1212,2026-06-16,Customer_30,Sports,2,347.26,694.52,UPI
1213,2026-03-19,Customer_30,Sports,1,1171.38,1171.38,Card
1214,2026-04-10,Customer_95,Sports,5,1973.2,9866.0,Card
1215,2026-04-17,Customer_26,Books,4,2828.09,11312.36,Cash
1216,2026-01-09,Customer_95,Books,2,2078.72,4157.44,Card
1217,2026-08-07,Customer_26,Home & Kitchen,3,2518.43,7555.29,Cash
1218,2026-01-16,Customer_71,Sports,2,4361.7,8723.4,Net Banking
1219,2026-01-24,Customer_55,Books,5,4374.26,21871.3,UPI
1220,2026-07-21,Customer_63,Home & Kitchen,2,3573.35,7146.7,Card
1221,2026-01-18,Customer_54,Beauty,5,1089.39,5446.95,Card
1222,2026-03-26,Customer_202,Clothing,5,162.33,811.65,Card
1223,2026-02-03,Customer_65,Beauty,2,628.18,1256.36,UPI
1224,2026-02-03,Customer_92,Electronics,2,2711.51,5423.02,UPI
1225,2026-02-14,Customer_14,Home & Kitchen,2,3376.47,6752.94,UPI
1226,2026-07-10,Customer_122,Electronics,4,3534.37,14137.48,UPI
1227,2026-04-26,Customer_57,Beauty,5,338.64,1693.2,Cash
1228,2026-04-28,Customer_8,Books,1,4493.85,4493.85,Net Banking
1229,2026-04-20,Customer_28,Books,4,3248.95,12995.8,Net Banking
1230,2026-01-19,Customer_83,Electronics,5,795.25,3976.25,Card
1231,2026-03-12,Customer_163,Beauty,5,2535.35,12676.75,Cash
1232,2026-04-08,Customer_136,Beauty,3,2123.66,6370.98,Net Banking
1233,2026-01-26,Customer_30,Books,5,3285.65,16428.25,Card
1234,2026-04-21,Customer_59,Sports,4,1624.35,6497.4,Net Banking
1235,2026-04-13,Customer_187,Sports,1,1509.59,1509.59,Cash
1236,2026-06-20,Customer_96,Home & Kitchen,2,3137.67,6275.34,Net Banking
1237,2026-01-18,Customer_213,Electronics,1,555.55,555.55,UPI
1238,2026-07-10,Customer_96,Books,2,2570.21,5140.42,Cash
1239,2026-06-21,Customer_106,Electronics,3,3950.19,11850.57,Net Banking
1240,2026-08-11,Customer_14,Books,3,2761.78,8285.34,Cash
1241,2026-01-27,Customer_130,Beauty,2,823.08,1646.16,Net Banking
1242,2026-02-27,Customer_90,Electronics,5,1748.89,8744.45,Cash
1243,2026-05-27,Customer_207,Clothing,4,3826.42,15305.68,UPI
1244,2026-06-05,Customer_213,Books,3,275.95,827.85,Cash
1245,2026-06-29,Customer_87,Home & Kitchen,3,176.56,529.68,Card
1246,2026-05-25,Customer_103,Books,1,767.15,767.15,UPI
1247,2026-01-24,Customer_136,Books,2,1786.45,3572.9,Net Banking
1248,2026-03-29,Customer_95,Clothing,3,3288.94,9866.82,UPI
1249,2026-01-14,Customer_41,Clothing,5,366.47,1832.35,UPI
1250,2026-03-11,Customer_170,Sports,4,2262.63,9050.52,Net Banking
1251,2026-04-17,Customer_56,Home & Kitchen,5,645.11,3225.55,Net Banking
1252,2026-01-29,Customer_174,Home & Kitchen,5,2266.85,11334.25,Cash
1253,2026-01-12,Customer_102,Clothing,5,388.3,1941.5,Card
1254,2026-03-19,Customer_197,Clothing,2,3474.1,6948.2,Cash
1255,2026-03-25,Customer_2,Electronics,4,3399.51,13598.04,Card
1256,2026-02-03,Customer_137,Sports,2,2326.14,4652.28,Cash
1257,2026-01-19,Customer_190,Sports,1,2047.56,2047.56,Net Banking
1258,2026-01-20,Customer_148,Home & Kitchen,4,2644.29,10577.16,Net Banking
1259,2026-03-16,Customer_104,Electronics,1,4352.97,4352.97,Card
1260,2026-07-25,Customer_118,Beauty,3,533.36,1600.08,UPI
1261,2026-03-04,Customer_151,Sports,4,2429.24,9716.96,Net Banking
1262,2026-08-11,Customer_191,Home & Kitchen,3,1113.84,3341.52,Card
1263,2026-01-20,Customer_163,Beauty,1,2458.13,2458.13,Card
1264,2026-07-18,Customer_90,Home & Kitchen,2,1177.77,2355.54,Card
1265,2026-03-07,Customer_45,Clothing,5,814.98,4074.9,UPI
1266,2026-02-15,Customer_127,Books,4,3431.84,13727.36,Net Banking
1267,2026-06-24,Customer_165,Beauty,5,1555.96,7779.8,Cash
1268,2026-02-08,Customer_18,Sports,4,2073.61,8294.44,Cash
1269,2026-07-23,Customer_152,Home & Kitchen,1,1680.95,1680.95,UPI
1270,2026-03-21,Customer_116,Sports,1,397.47,397.47,Cash
1271,2026-01-20,Customer_219,Books,1,2825.29,2825.29,Net Banking
1272,2026-04-29,Customer_142,Beauty,1,2106.34,2106.34,Card
1273,2026-03-24,Customer_122,Beauty,5,806.25,4031.25,UPI
1274,2026-04-26,Customer_208,Electronics,3,4423.38,13270.14,UPI
1275,2026-05-10,Customer_45,Books,1,1227.69,1227.69,Net Banking
1276,2026-04-23,Customer_134,Beauty,5,840.55,4202.75,Cash
1277,2026-03-14,Customer_105,Sports,3,3103.21,9309.63,UPI
1278,2026-07-22,Customer_166,Books,3,436.72,1310.16,UPI
1279,2026-05-23,Customer_99,Books,3,1246.18,3738.54,Card
1280,2026-03-27,Customer_150,Electronics,2,4137.85,8275.7,Cash
1281,2026-06-17,Customer_170,Books,4,710.94,2843.76,UPI
1282,2026-03-21,Customer_97,Beauty,3,3687.35,11062.05,UPI
1283,2026-06-15,Customer_109,Books,5,1723.95,8619.75,Cash
1284,2026-03-21,Customer_55,Clothing,3,4272.36,12817.08,Net Banking
1285,2026-02-19,Customer_36,Clothing,2,485.67,971.34,UPI
1286,2026-05-10,Customer_214,Beauty,5,314.2,1571.0,Cash
1287,2026-08-13,Customer_34,Beauty,5,1788.73,8943.65,Card
1288,2026-02-16,Customer_198,Books,5,3669.34,18346.7,Card
1289,2026-07-04,Customer_12,Sports,4,1734.7,6938.8,Card
1290,2026-04-24,Customer_73,Beauty,4,1167.91,4671.64,Card
1291,2026-03-21,Customer_214,Sports,2,1750.11,3500.22,Net Banking
1292,2026-04-29,Customer_200,Home & Kitchen,4,2337.64,9350.56,Net Banking
1293,2026-02-11,Customer_206,Clothing,5,752.03,3760.15,Cash
1294,2026-01-14,Customer_124,Books,3,2562.25,7686.75,UPI
1295,2026-07-02,Customer_218,Beauty,1,1390.02,1390.02,Card
1296,2026-03-11,Customer_132,Sports,2,3765.05,7530.1,UPI
1297,2026-02-26,Customer_90,Sports,1,1954.8,1954.8,Net Banking
1298,2026-05-09,Customer_61,Home & Kitchen,4,4476.19,17904.76,Cash
1299,2026-02-27,Customer_82,Electronics,1,3800.42,3800.42,Cash
1300,2026-07-22,Customer_36,Clothing,1,1397.93,1397.93,Net Banking
1301,2026-06-28,Customer_195,Clothing,4,2101.42,8405.68,UPI
1302,2026-01-21,Customer_66,Electronics,2,3782.09,7564.18,Net Banking
1303,2026-01-29,Customer_61,Home & Kitchen,3,680.04,2040.12,Card
1304,2026-04-18,Customer_204,Books,5,2138.44,10692.2,UPI
1305,2026-08-03,Customer_153,Sports,5,221.49,1107.45,Card
1306,2026-07-03,Customer_75,Clothing,4,156.8,627.2,Cash
1307,2026-03-03,Customer_107,Beauty,2,3040.02,6080.04,UPI
1308,2026-05-15,Customer_18,Home & Kitchen,5,2516.76,12583.8,UPI
1309,2026-04-10,Customer_12,Sports,4,4417.52,17670.08,Cash
1310,2026-07-11,Customer_92,Electronics,1,1649.89,1649.89,UPI
1311,2026-07-17,Customer_189,Beauty,3,730.33,2190.99,Cash
1312,2026-05-20,Customer_209,Home & Kitchen,2,3762.17,7524.34,Net Banking
1313,2026-06-28,Customer_162,Sports,2,3680.01,7360.02,UPI
1314,2026-07-03,Customer_10,Sports,3,1026.92,3080.76,Card
1315,2026-01-11,Customer_80,Home & Kitchen,5,1882.27,9411.35,Net Banking
1316,2026-03-06,Customer_193,Electronics,2,1394.58,2789.16,UPI
1317,2026-08-10,Customer_85,Books,3,691.47,2074.41,Cash
1318,2026-04-22,Customer_191,Sports,4,4041.67,16166.68,Net Banking
1319,2026-03-28,Customer_128,Clothing,4,1747.96,6991.84,Cash
1320,2026-07-25,Customer_187,Electronics,4,493.33,1973.32,Card
1321,2026-05-20,Customer_83,Home & Kitchen,1,498.3,498.3,Cash
1322,2026-03-20,Customer_155,Sports,4,874.9,3499.6,Net Banking
1323,2026-03-31,Customer_11,Sports,3,2824.6,8473.8,Net Banking
1324,2026-03-12,Customer_203,Books,1,476.43,476.43,Net Banking
1325,2026-04-04,Customer_206,Beauty,2,4294.63,8589.26,Card
1326,2026-08-06,Customer_174,Beauty,4,301.38,1205.52,UPI
1327,2026-03-02,Customer_94,Books,3,1815.42,5446.26,UPI
1328,2026-06-04,Customer_174,Clothing,4,4277.38,17109.52,Cash
1329,2026-04-24,Customer_147,Electronics,2,2453.15,4906.3,Net Banking
1330,2026-03-22,Customer_72,Books,2,4328.26,8656.52,UPI
1331,2026-07-08,Customer_128,Clothing,5,1833.4,9167.0,UPI
1332,2026-03-09,Customer_181,Home & Kitchen,4,1083.38,4333.52,Cash
1333,2026-06-27,Customer_52,Sports,1,740.42,740.42,UPI
1334,2026-04-26,Customer_183,Clothing,4,4488.09,17952.36,Cash
1335,2026-06-20,Customer_182,Home & Kitchen,1,2542.49,2542.49,Cash
1336,2026-03-18,Customer_183,Clothing,2,3602.58,7205.16,Card
1337,2026-02-01,Customer_203,Clothing,2,1179.8,2359.6,Net Banking
1338,2026-01-07,Customer_142,Home & Kitchen,5,1754.76,8773.8,Card
1339,2026-06-06,Customer_17,Electronics,3,1882.0,5646.0,Net Banking
1340,2026-05-15,Customer_197,Sports,4,3731.53,14926.12,UPI
1341,2026-02-02,Customer_165,Home & Kitchen,1,2107.39,2107.39,Cash
1342,2026-02-02,Customer_164,Beauty,5,941.54,4707.7,Card
1343,2026-04-21,Customer_15,Beauty,1,2403.74,2403.74,Cash
1344,2026-02-12,Customer_83,Clothing,2,1655.2,3310.4,Cash
1345,2026-08-05,Customer_65,Electronics,2,2912.5,5825.0,Cash
1346,2026-02-02,Customer_78,Books,5,2470.63,12353.15,Card
1347,2026-06-01,Customer_40,Beauty,2,3015.49,6030.98,Cash
1348,2026-08-04,Customer_11,Beauty,1,503.32,503.32,Cash
1349,2026-06-16,Customer_197,Clothing,5,1962.15,9810.75,UPI
1350,2026-05-08,Customer_140,Books,3,2942.3,8826.9,Cash
1351,2026-05-04,Customer_207,Clothing,4,1443.84,5775.36,UPI
1352,2026-06-26,Customer_41,Electronics,4,1957.95,7831.8,Net Banking
1353,2026-02-22,Customer_156,Home & Kitchen,2,1509.73,3019.46,Cash
1354,2026-07-07,Customer_103,Home & Kitchen,2,3458.89,6917.78,UPI
1355,2026-03-23,Customer_120,Clothing,1,1313.5,1313.5,Card
1356,2026-02-06,Customer_13,Electronics,3,4262.42,12787.26,Net Banking
1357,2026-03-05,Customer_209,Clothing,3,4211.82,12635.46,Cash
1358,2026-02-18,Customer_128,Clothing,5,2180.65,10903.25,Cash
1359,2026-05-08,Customer_24,Electronics,4,2348.68,9394.72,Card
1360,2026-02-25,Customer_91,Beauty,1,369.85,369.85,Net Banking
1361,2026-06-02,Customer_173,Books,4,1393.01,5572.04,UPI
1362,2026-08-05,Customer_111,Electronics,2,3988.68,7977.36,Cash
1363,2026-07-15,Customer_94,Sports,1,1892.53,1892.53,Card
1364,2026-04-03,Customer_74,Beauty,1,1830.62,1830.62,Net Banking
1365,2026-07-15,Customer_72,Beauty,5,3109.73,15548.65,UPI
1366,2026-02-02,Customer_101,Electronics,3,3607.8,10823.4,Cash
1367,2026-05-23,Customer_194,Home & Kitchen,2,1015.9,2031.8,Net Banking
1368,2026-05-09,Customer_12,Electronics,1,746.11,746.11,Cash
1369,2026-07-25,Customer_133,Sports,4,797.89,3191.56,Card
1370,2026-03-25,Customer_82,Beauty,2,1859.35,3718.7,Cash
1371,2026-06-01,Customer_130,Home & Kitchen,5,2465.68,12328.4,Cash
1372,2026-05-02,Customer_95,Electronics,3,3081.06,9243.18,Net Banking
1373,2026-05-30,Customer_204,Home & Kitchen,1,2746.56,2746.56,Cash
1374,2026-06-17,Customer_148,Beauty,2,3288.09,6576.18,Net Banking
1375,2026-02-13,Customer_162,Beauty,5,3519.54,17597.7,Net Banking
1376,2026-02-07,Customer_63,Books,1,2640.68,2640.68,UPI
